"","symbol","entrez","entrez_mouse","symbol_mouse"
"8236","CPNE7","27132","102278","Cpne7"
"8237","KCNH5","27133","238271","Kcnh5"
"8238","TJP3","27134","27375","Tjp3"
"8239","MORC1","27136","17450","Morc1"
"8240","CIDEB","27141","12684","Cideb"
"8241","PALD1","27143","27355","Pald1"
"8242","FILIP1","27145","70598","Filip1"
"8243","DENND2A","27147","209773","Dennd2a"
"8244","STK36","27148","269209","Stk36"
"8245","INTU","27152","380614","Intu"
"8246","ZNF777","27153","72306","Zfp777"
"8247","BRPF3","27154","268936","Brpf3"
"8248","RSPH14","27156","71236","Rsph14"
"8249","NDOR1","27158","78797","Ndor1"
"8250","CHIA","27159","81600","Chia1"
"8251","AGO2","27161","239528","Ago2"
"8252","NAAA","27163","67111","Naaa"
"8253","SALL3","27164","20689","Sall3"
"8254","GLS2","27165","216456","Gls2"
"8255","PRELID1","27166","66494","Prelid1"
"8256","SLC39A1","27173","30791","Slc39a1"
"8257","TUBG2","27175","103768","Tubg2"
"8258","IL36B","27177","69677","Il1f8"
"8259","IL36A","27179","54448","Il1f6"
"8260","SIGLEC9","27180","83382","Siglece"
"8261","SIGLEC8","27181","233186","Siglecf"
"8262","VPS4A","27183","116733","Vps4a"
"8263","DISC1","27185","244667","Disc1"
"8264","IL17C","27189","234836","Il17c"
"8265","IL17B","27190","56069","Il17b"
"8266","GPR82","27197","319200","Gpr82"
"8267","HCAR1","27198","243270","Hcar1"
"8268","OXGR1","27199","239283","Oxgr1"
"8269","C5AR2","27202","319430","C5ar2"
"8270","TUBGCP4","27229","51885","Tubgcp4"
"8271","SERP1","27230","28146","Serp1"
"8272","NMRK2","27231","69564","Nmrk2"
"8273","GNMT","27232","14711","Gnmt"
"8274","COQ2","27235","71883","Coq2"
"8275","ARFIP1","27236","99889","Arfip1"
"8276","ARHGEF16","27237","230972","Arhgef16"
"8277","GPKOW","27238","209416","Gpkow"
"8278","GPR162","27239","14788","Gpr162"
"8279","SIT1","27240","54390","Sit1"
"8280","BBS9","27241","319845","Bbs9"
"8281","TNFRSF21","27242","94185","Tnfrsf21"
"8282","CHMP2A","27243","68953","Chmp2a"
"8283","SESN1","27244","140742","Sesn1"
"8284","AHDC1","27245","230793","Ahdc1"
"8285","RNF115","27246","67845","Rnf115"
"8286","NFU1","27247","56748","Nfu1"
"8287","ERLEC1","27248","66753","Erlec1"
"8288","MMADHC","27249","109129","Mmadhc"
"8289","PDCD4","27250","18569","Pdcd4"
"8290","KLHL20","27252","226541","Klhl20"
"8291","PCDH17","27253","219228","Pcdh17"
"8292","CSDC2","27254","105859","Csdc2"
"8293","CNTN6","27255","53870","Cntn6"
"8294","LSM1","27257","67207","Lsm1"
"8295","LSM3","27258","67678","Lsm3"
"8296","TINAG","27283","26944","Tinag"
"8297","SULT1B1","27284","56362","Sult1b1"
"8298","TEKT2","27285","24084","Tekt2"
"8299","SRPX2","27286","68792","Srpx2"
"8300","RBMXL2","27288","76572","Rbmxl2"
"8301","RND1","27289","223881","Rnd1"
"8302","SPINK4","27290","20731","Spink4"
"8303","R3HCC1L","27291","52013","R3hcc1l"
"8304","DIMT1","27292","66254","Dimt1"
"8305","SMPDL3B","27293","100340","Smpdl3b"
"8306","DHDH","27294","71755","Dhdh"
"8307","TP53TG5","27296","73603","Trp53tg5"
"8308","CRCP","27297","12909","Crcp"
"8309","ADAMDEC1","27299","58860","Adamdec1"
"8310","APEX2","27301","77622","Apex2"
"8311","BMP10","27302","12154","Bmp10"
"8312","RBMS3","27303","207181","Rbms3"
"8313","MOCS3","27304","69372","Mocs3"
"8314","HPGDS","27306","54486","Hpgds"
"8315","ZNF330","27309","30932","Zfp330"
"8316","RAB30","27314","75985","Rab30"
"8317","RBMX","27316","19655","Rbmx"
"8318","BHLHE22","27319","59058","Bhlhe22"
"8319","TOX3","27324","244579","Tox3"
"8320","TNRC6A","27327","233833","Tnrc6a"
"8321","PCDH11X","27328","245578","Pcdh11x"
"8322","ANGPTL3","27329","30924","Angptl3"
"8323","RPS6KA6","27330","67071","Rps6ka6"
"8324","ZNF638","27332","18139","Zfp638"
"8325","GOLIM4","27333","73124","Golim4"
"8326","P2RY10","27334","78826","P2ry10"
"8327","EIF3K","27335","73830","Eif3k"
"8328","HTATSF1","27336","72459","Htatsf1"
"8329","UBE2S","27338","77891","Ube2s"
"8330","PRPF19","27339","28000","Prpf19"
"8331","UTP20","27340","70683","Utp20"
"8332","RRP7A","27341","74778","Rrp7a"
"8333","RABGEF1","27342","56715","Rabgef1"
"8334","POLL","27343","56626","Poll"
"8335","PCSK1N","27344","30052","Pcsk1n"
"8336","KCNMB4","27345","58802","Kcnmb4"
"8337","TMEM97","27346","69071","Tmem97"
"8338","STK39","27347","53416","Stk39"
"8339","TOR1B","27348","30934","Tor1b"
"8340","MCAT","27349","223722","Mcat"
"8341","DESI1","27351","28075","Desi1"
"8342","SGSM3","27352","105835","Sgsm3"
"8343","HTRA2","27429","64704","Htra2"
"8344","MAT2B","27430","108645","Mat2b"
"8345","TOR2A","27433","30933","Tor2a"
"8346","POLM","27434","54125","Polm"
"8347","EML4","27436","78798","Eml4"
"8348","TMEM121B","27439","94047","Tmem121b"
"8349","HDHD5","27440","214932","Hdhd5"
"8350","CECR2","27443","330409","Cecr2"
"8351","PCLO","27445","26875","Pclo"
"8352","SLCO4A1","28231","108115","Slco4a1"
"8353","SLCO3A1","28232","108116","Slco3a1"
"8354","SLCO1B3","28234","28253","Slco1b2"
"8355","CDH20","28316","23836","Cdh20"
"8356","NKIRAS2","28511","71966","Nkiras2"
"8357","NKIRAS1","28512","69721","Nkiras1"
"8358","CDH19","28513","227485","Cdh19"
"8359","DLL1","28514","13388","Dll1"
"8360","TRIB2","28951","217410","Trib2"
"8361","CCDC22","28952","54638","Ccdc22"
"8362","REM1","28954","19700","Rem1"
"8363","DEXI","28955","58239","Dexi"
"8364","LAMTOR2","28956","83409","Lamtor2"
"8365","MRPS28","28957","66230","Mrps28"
"8366","COA3","28958","52469","Coa3"
"8367","TMEM176B","28959","65963","Tmem176b"
"8368","DCPS","28960","69305","Dcps"
"8369","OSTM1","28962","14628","Ostm1"
"8370","GIT1","28964","216963","Git1"
"8371","SLC27A6","28965","225579","Slc27a6"
"8372","SNX24","28966","69226","Snx24"
"8373","SLC6A16","28968","381884","Slc6a16"
"8374","BZW2","28969","66912","Bzw2"
"8375","C11orf54","28970","70984","4931406C07Rik"
"8376","AAMDC","28971","66273","Aamdc"
"8377","SPCS1","28972","69019","Spcs1"
"8378","MRPS18B","28973","66973","Mrps18b"
"8379","C19orf53","28974","101966","D8Ertd738e"
"8380","ACAD9","28976","229211","Acad9"
"8381","MRPL42","28977","67270","Mrpl42"
"8382","TMEM14A","28978","75712","Tmem14a"
"8383","IFT81","28981","12589","Ift81"
"8384","FLVCR1","28982","226844","Flvcr1"
"8385","TMPRSS11E","28983","243084","Tmprss11e"
"8386","RGCC","28984","66214","Rgcc"
"8387","MCTS1","28985","68995","Mcts1"
"8388","MAGEH1","28986","75625","Mageh1"
"8389","NOB1","28987","67619","Nob1"
"8390","DBNL","28988","13169","Dbnl"
"8391","NTMT1","28989","66617","Ntmt1"
"8392","ASTE1","28990","66595","Aste1"
"8393","COMMD5","28991","66398","Commd5"
"8394","MACROD1","28992","107227","Macrod1"
"8395","HIPK2","28996","15258","Hipk2"
"8396","MRPL13","28998","68537","Mrpl13"
"8397","KLF15","28999","66277","Klf15"
"8398","SLC43A3","29015","58207","Slc43a3"
"8399","ATAD2","29028","70472","Atad2"
"8400","C16orf72","29035","69053","1810013L24Rik"
"8401","TMEM230","29058","70612","Tmem230"
"8402","WDR91","29062","101240","Wdr91"
"8403","ZCCHC4","29063","78796","Zcchc4"
"8404","ZC3H7A","29066","106205","Zc3h7a"
"8405","ZBTB44","29068","235132","Zbtb44"
"8406","CCDC113","29070","244608","Ccdc113"
"8407","C1GALT1C1","29071","59048","C1galt1c1"
"8408","SETD2","29072","235626","Setd2"
"8409","MRPL18","29074","67681","Mrpl18"
"8410","NDUFAF4","29078","68493","Ndufaf4"
"8411","MED4","29079","67381","Med4"
"8412","CCDC59","29080","52713","Ccdc59"
"8413","METTL5","29081","75422","Mettl5"
"8414","GTPBP8","29083","66067","Gtpbp8"
"8415","PHPT1","29085","75454","Phpt1"
"8416","BABAM1","29086","68251","Babam1"
"8417","THYN1","29087","77862","Thyn1"
"8418","MRPL15","29088","27395","Mrpl15"
"8419","UBE2T","29089","67196","Ube2t"
"8420","TIMM21","29090","67105","Timm21"
"8421","STXBP6","29091","217517","Stxbp6"
"8422","MRPL22","29093","216767","Mrpl22"
"8423","LGALSL","29094","216551","Lgalsl"
"8424","ORMDL2","29095","66844","Ormdl2"
"8425","CNIH4","29097","98417","Cnih4"
"8426","RANGRF","29098","57785","Rangrf"
"8427","COMMD9","29099","76501","Commd9"
"8428","TMEM208","29100","66320","Tmem208"
"8429","SSU72","29101","68991","Ssu72"
"8430","DROSHA","29102","14000","Drosha"
"8431","DNAJC15","29103","66148","Dnajc15"
"8432","N6AMT1","29104","67768","N6amt1"
"8433","CFAP20","29105","14894","Cfap20"
"8434","SCG3","29106","20255","Scg3"
"8435","NXT1","29107","56488","Nxt1"
"8436","PYCARD","29108","66824","Pycard"
"8437","TBK1","29110","56480","Tbk1"
"8438","C6orf15","29113","69542","2300002M23Rik"
"8439","TAGLN3","29114","56370","Tagln3"
"8440","SAP30BP","29115","57230","Sap30bp"
"8441","MYLIP","29116","218203","Mylip"
"8442","BRD7","29117","26992","Brd7"
"8443","DDX25","29118","30959","Ddx25"
"8444","CTNNA3","29119","216033","Ctnna3"
"8445","PRSS50","29122","235631","Prss50"
"8446","ANKRD11","29123","77087","Ankrd11"
"8447","CD274","29126","60533","Cd274"
"8448","RACGAP1","29127","26934","Racgap1"
"8449","UHRF1","29128","18140","Uhrf1"
"8450","BLNK","29760","17060","Blnk"
"8451","USP25","29761","30940","Usp25"
"8452","PACSIN3","29763","80708","Pacsin3"
"8453","TMOD4","29765","50874","Tmod4"
"8454","TMOD3","29766","50875","Tmod3"
"8455","TMOD2","29767","50876","Tmod2"
"8456","CARD10","29775","105844","Card10"
"8457","ABT1","29777","30946","Abt1"
"8458","PARVB","29780","170736","Parvb"
"8459","NCAPH2","29781","52683","Ncaph2"
"8460","CYP2S1","29785","74134","Cyp2s1"
"8461","OLA1","29789","67059","Ola1"
"8462","UQCR10","29796","66152","Uqcr10"
"8463","YPEL1","29799","106369","Ypel1"
"8464","ZDHHC1","29800","70796","Zdhhc1"
"8465","ZDHHC8","29801","27801","Zdhhc8"
"8466","VPREB3","29802","22364","Vpreb3"
"8467","REPIN1","29803","58887","Repin1"
"8468","GRHL1","29841","195733","Grhl1"
"8469","TFCP2L1","29842","81879","Tfcp2l1"
"8470","SENP1","29843","223870","Senp1"
"8471","TFPT","29844","69714","Tfpt"
"8472","TRPM5","29850","56843","Trpm5"
"8473","ICOS","29851","54167","Icos"
"8474","UBN1","29855","170644","Ubn1"
"8475","ALG5","29880","66248","Alg5"
"8476","NPC1L1","29881","237636","Npc1l1"
"8477","ANAPC2","29882","99152","Anapc2"
"8478","CNOT7","29883","18983","Cnot7"
"8479","SNX8","29886","231834","Snx8"
"8480","SNX10","29887","71982","Snx10"
"8481","STRN4","29888","97387","Strn4"
"8482","GNL2","29889","230737","Gnl2"
"8483","RBM15B","29890","109095","Rbm15b"
"8484","PSMC3IP","29893","19183","Psmc3ip"
"8485","CPSF1","29894","94230","Cpsf1"
"8486","MYLPF","29895","17907","Mylpf"
"8487","TRA2A","29896","101214","Tra2a"
"8488","GPSM2","29899","76123","Gpsm2"
"8489","SAC3D1","29901","66406","Sac3d1"
"8490","FAM216A","29902","68948","Fam216a"
"8491","CCDC106","29903","232821","Ccdc106"
"8492","EEF2K","29904","13631","Eef2k"
"8493","ST8SIA5","29906","225742","St8sia5"
"8494","SNX15","29907","69024","Snx15"
"8495","GPR171","29909","229323","Gpr171"
"8496","HOOK2","29911","170833","Hook2"
"8497","UBIAD1","29914","71707","Ubiad1"
"8498","HCFC2","29915","67933","Hcfc2"
"8499","SNX11","29916","74479","Snx11"
"8500","WDR98","29919","76482","3110002H16Rik"
"8501","PYCR2","29920","69051","Pycr2"
"8502","NME7","29922","171567","Nme7"
"8503","HILPDA","29923","69573","Hilpda"
"8504","EPN1","29924","13854","Epn1"
"8505","GMPPB","29925","331026","Gmppb"
"8506","GMPPA","29926","69080","Gmppa"
"8507","SEC61A1","29927","53421","Sec61a1"
"8508","TIMM22","29928","56322","Timm22"
"8509","ALG6","29929","320438","Alg6"
"8510","PCDHB1","29930","93872","Pcdhb1"
"8511","GPR132","29933","56696","Gpr132"
"8512","SNX12","29934","55988","Snx12"
"8513","NENF","29937","66208","Nenf"
"8514","DSE","29940","212898","Dse"
"8515","PKN3","29941","263803","Pkn3"
"8516","PURG","29942","75029","Purg"
"8517","PADI1","29943","18599","Padi1"
"8518","PNMA3","29944","245468","Pnma3"
"8519","ANAPC4","29945","52206","Anapc4"
"8520","SERTAD3","29946","170742","Sertad3"
"8521","DNMT3L","29947","54427","Dnmt3l"
"8522","OSGIN1","29948","71839","Osgin1"
"8523","IL19","29949","329244","Il19"
"8524","SERTAD1","29950","55942","Sertad1"
"8525","PDZRN4","29951","239618","Pdzrn4"
"8526","DPP7","29952","83768","Dpp7"
"8527","TRHDE","29953","237553","Trhde"
"8528","POMT2","29954","217734","Pomt2"
"8529","CERS2","29956","76893","Cers2"
"8530","SLC25A24","29957","229731","Slc25a24"
"8531","DMGDH","29958","74129","Dmgdh"
"8532","NRBP1","29959","192292","Nrbp1"
"8533","MRM2","29960","68017","Mrm2"
"8534","PRICKLE4","29964","381104","Prickle4"
"8535","CDIP1","29965","66626","Cdip1"
"8536","STRN3","29966","94186","Strn3"
"8537","LRP12","29967","239393","Lrp12"
"8538","PSAT1","29968","107272","Psat1"
"8539","MDFIC","29969","16543","Mdfic"
"8540","SCHIP1","29970","30953","Schip1"
"8541","A1CF","29974","69865","A1cf"
"8542","UBQLN2","29978","54609","Ubqln2"
"8543","UBQLN1","29979","56085","Ubqln1"
"8544","DONSON","29980","60364","Donson"
"8545","NRBF2","29982","641340","Nrbf2"
"8546","RHOD","29984","11854","Rhod"
"8547","SLC39A3","29985","106947","Slc39a3"
"8548","SLC39A2","29986","214922","Slc39a2"
"8549","SLC2A8","29988","56017","Slc2a8"
"8550","OBP2B","29989","227627","Obp2a"
"8551","PILRB","29990","170741","Pilrb1"
"8552","OBP2A","29991","383678","Obp2b"
"8553","PILRA","29992","231805","Pilra"
"8554","PACSIN1","29993","23969","Pacsin1"
"8555","BAZ2B","29994","407823","Baz2b"
"8556","LMCD1","29995","30937","Lmcd1"
"8557","NOP53","29997","68077","Nop53"
"8558","BICRA","29998","243842","Bicra"
"8559","FSCN3","29999","56223","Fscn3"
"8560","TNPO2","30000","212999","Tnpo2"
"8561","ERO1A","30001","50527","Ero1l"
"8562","EFEMP2","30008","58859","Efemp2"
"8563","TBX21","30009","57765","Tbx21"
"8564","NXPH1","30010","18231","Nxph1"
"8565","SH3KBP1","30011","58194","Sh3kbp1"
"8566","TLX3","30012","27140","Tlx3"
"8567","SLC40A1","30061","53945","Slc40a1"
"8568","RAX","30062","19434","Rax"
"8569","HUNK","30811","26559","Hunk"
"8570","SOX8","30812","20681","Sox8"
"8571","VSX1","30813","114889","Vsx1"
"8572","PLA2G2E","30814","26970","Pla2g2e"
"8573","ST6GALNAC6","30815","50935","St6galnac6"
"8574","KCNIP3","30818","56461","Kcnip3"
"8575","KCNIP2","30819","80906","Kcnip2"
"8576","KCNIP1","30820","70357","Kcnip1"
"8577","CXXC1","30827","74322","Cxxc1"
"8578","ZNF354C","30832","30944","Zfp354c"
"8579","NT5C","30833","50773","Nt5c"
"8580","ZNRD1","30834","66136","Znrd1"
"8581","CD209","30835","170780","Cd209e"
"8582","DNTTIP2","30836","99480","Dnttip2"
"8583","SOCS7","30837","192157","Socs7"
"8584","EHD4","30844","98878","Ehd4"
"8585","EHD3","30845","57440","Ehd3"
"8586","EHD2","30846","259300","Ehd2"
"8587","PIK3R4","30849","75669","Pik3r4"
"8588","CDR2L","30850","237988","Cdr2l"
"8589","TAX1BP3","30851","76281","Tax1bp3"
"8590","STOML2","30968","66592","Stoml2"
"8591","KLK14","43847","317653","Klk14"
"8592","KLK12","43849","69511","Klk12"
"8593","ZBTB21","49854","114565","Zbtb21"
"8594","SCAPER","49855","244891","Scaper"
"8595","WRAP73","49856","59002","Wrap73"
"8596","CRNN","49860","381457","Crnn"
"8597","CLDN20","49861","621628","Cldn20"
"8598","RRM2B","50484","382985","Rrm2b"
"8599","SMARCAL1","50485","54380","Smarcal1"
"8600","G0S2","50486","14373","G0s2"
"8601","PLA2G3","50487","237625","Pla2g3"
"8602","MINK1","50488","50932","Mink1"
"8603","CD207","50489","246278","Cd207"
"8604","DUOX2","50506","214593","Duox2"
"8605","NOX4","50507","50490","Nox4"
"8606","NOX3","50508","224480","Nox3"
"8607","COL5A3","50509","53867","Col5a3"
"8608","SYCP3","50511","20962","Sycp3"
"8609","PODXL2","50512","319655","Podxl2"
"8610","CHST11","50515","58250","Chst11"
"8611","IL20","50604","58181","Il20"
"8612","UBQLN3","50613","244178","Ubqln3"
"8613","GALNT9","50614","231605","Galnt9"
"8614","IL21R","50615","60504","Il21r"
"8615","IL22","50616","50929","Il22"
"8616","ATP6V0A4","50617","140494","Atp6v0a4"
"8617","ITSN2","50618","20403","Itsn2"
"8618","DEF6","50619","23853","Def6"
"8619","CUZD1","50624","16433","Cuzd1"
"8620","CYHR1","50626","54151","Cyhr1"
"8621","GEMIN4","50628","276919","Gemin4"
"8622","CALY","50632","68566","Caly"
"8623","ANO7","50636","404545","Ano7"
"8624","PNPLA8","50640","67452","Pnpla8"
"8625","ARHGEF4","50649","226970","Arhgef4"
"8626","ARHGEF3","50650","71704","Arhgef3"
"8627","SLC45A1","50651","242773","Slc45a1"
"8628","NEUROG3","50674","11925","Neurog3"
"8629","RDH8","50700","235033","Rdh8"
"8630","DCAF8","50717","98193","Dcaf8"
"8631","KCNK4","50801","16528","Kcnk4"
"8632","MYEF2","50804","17876","Myef2"
"8633","IRX4","50805","50916","Irx4"
"8634","ASAP1","50807","13196","Asap1"
"8635","AK3","50808","56248","Ak3"
"8636","HP1BP3","50809","15441","Hp1bp3"
"8637","HDGFL3","50810","29877","Hdgfl3"
"8638","COPS7A","50813","26894","Cops7a"
"8639","NSDHL","50814","18194","Nsdhl"
"8640","TAS2R3","50831","574417","Tas2r137"
"8641","TAS2R4","50832","57253","Tas2r108"
"8642","TAS2R16","50833","387347","Tas2r118"
"8643","TAS2R1","50834","57254","Tas2r119"
"8644","TAS2R7","50837","387355","Tas2r130"
"8645","TAS2R13","50838","387349","Tas2r121"
"8646","TAS2R10","50839","387346","Tas2r114"
"8647","TAS2R14","50840","387616","Tas2r140"
"8648","DHH","50846","13363","Dhh"
"8649","F11R","50848","16456","F11r"
"8650","TRAT1","50852","77647","Trat1"
"8651","VILL","50853","22351","Vill"
"8652","PARD6A","50855","56513","Pard6a"
"8653","CLEC4A","50856","26888","Clec4a2"
"8654","SPOCK3","50859","72902","Spock3"
"8655","STMN3","50861","20262","Stmn3"
"8656","RNF141","50862","67150","Rnf141"
"8657","NTM","50863","235106","Ntm"
"8658","HEBP1","50865","15199","Hebp1"
"8659","CDON","50937","57810","Cdon"
"8660","IMPG2","50939","224224","Impg2"
"8661","PDE11A","50940","241489","Pde11a"
"8662","FOXP3","50943","20371","Foxp3"
"8663","SHANK1","50944","243961","Shank1"
"8664","TBX22","50945","245572","Tbx22"
"8665","SOST","50964","74499","Sost"
"8666","TMED5","50999","73130","Tmed5"
"8667","SLC35B3","51000","108652","Slc35b3"
"8668","MTERF3","51001","66410","Mterf3"
"8669","TPRKB","51002","69786","Tprkb"
"8670","MED31","51003","67279","Med31"
"8671","COQ6","51004","217707","Coq6"
"8672","AMDHD2","51005","245847","Amdhd2"
"8673","SLC35C2","51006","228875","Slc35c2"
"8674","ASCC1","51008","69090","Ascc1"
"8675","DERL2","51009","116891","Derl2"
"8676","EXOSC3","51010","66362","Exosc3"
"8677","PRELID3B","51012","66390","Prelid3b"
"8678","EXOSC1","51013","66583","Exosc1"
"8679","TMED7","51014","66676","Tmed7"
"8680","ISOC1","51015","66307","Isoc1"
"8681","EMC9","51016","85308","Emc9"
"8682","RRP15","51018","67223","Rrp15"
"8683","WASHC3","51019","67282","Washc3"
"8684","HDDC2","51020","69692","Hddc2"
"8685","MRPS16","51021","66242","Mrps16"
"8686","GLRX2","51022","69367","Glrx2"
"8687","MRPS18C","51023","68735","Mrps18c"
"8688","FIS1","51024","66437","Fis1"
"8689","PAM16","51025","66449","Pam16"
"8690","GOLT1B","51026","66964","Golt1b"
"8691","BOLA1","51027","69168","Bola1"
"8692","VPS36","51028","70160","Vps36"
"8693","DESI2","51029","78825","Desi2"
"8694","TVP23B","51030","67510","Tvp23b"
"8695","GLOD4","51031","67201","Glod4"
"8696","UBXN1","51035","225896","Ubxn1"
"8697","ZNF593","51042","68040","Zfp593"
"8698","ZBTB7B","51043","22724","Zbtb7b"
"8699","ST8SIA3","51046","20451","St8sia3"
"8700","PI15","51050","94227","Pi15"
"8701","PRLH","51052","623503","Prlh"
"8702","GMNN","51053","57441","Gmnn"
"8703","LAP3","51056","66988","Lap3"
"8704","WDPCP","51057","216560","Wdpcp"
"8705","ZNF691","51058","195522","Zfp691"
"8706","FAM135B","51059","70363","Fam135b"
"8707","TXNDC12","51060","66073","Txndc12"
"8708","TXNDC11","51061","106200","Txndc11"
"8709","ATL1","51062","73991","Atl1"
"8710","CALHM2","51063","72691","Calhm2"
"8711","RPS27L","51065","67941","Rps27l"
"8712","SSUH2","51066","243612","Ssu2"
"8713","YARS2","51067","70120","Yars2"
"8714","NMD3","51068","97112","Nmd3"
"8715","MRPL2","51069","27398","Mrpl2"
"8716","NOSIP","51070","66394","Nosip"
"8717","DERA","51071","232449","Dera"
"8718","MEMO1","51072","76890","Memo1"
"8719","MRPL4","51073","66163","Mrpl4"
"8720","APIP","51074","56369","Apip"
"8721","TMX2","51075","66958","Tmx2"
"8722","CUTC","51076","66388","Cutc"
"8723","FCF1","51077","73736","Fcf1"
"8724","THAP4","51078","67026","Thap4"
"8725","NDUFA13","51079","67184","Ndufa13"
"8726","MRPS7","51081","50529","Mrps7"
"8727","POLR1D","51082","20018","Polr1d"
"8728","GAL","51083","14419","Gal"
"8729","CRYL1","51084","68631","Cryl1"
"8730","MLXIPL","51085","58805","Mlxipl"
"8731","TNNI3K","51086","435766","Tnni3k"
"8732","YBX2","51087","53422","Ybx2"
"8733","KLHL5","51088","71778","Klhl5"
"8734","PLLP","51090","67801","Pllp"
"8735","SEPSECS","51091","211006","Sepsecs"
"8736","SIDT2","51092","214597","Sidt2"
"8737","RRNAD1","51093","229503","Rrnad1"
"8738","ADIPOR1","51094","72674","Adipor1"
"8739","TRNT1","51095","70047","Trnt1"
"8740","UTP18","51096","217109","Utp18"
"8741","SCCPDH","51097","109232","Sccpdh"
"8742","IFT52","51098","245866","Ift52"
"8743","ABHD5","51099","67469","Abhd5"
"8744","SH3GLB1","51100","54673","Sh3glb1"
"8745","ZC2HC1A","51101","67306","Zc2hc1a"
"8746","MECR","51102","26922","Mecr"
"8747","NDUFAF1","51103","69702","Ndufaf1"
"8748","ABHD17B","51104","226016","Abhd17b"
"8749","PHF20L1","51105","239510","Phf20l1"
"8750","TFB1M","51106","224481","Tfb1m"
"8751","APH1A","51107","226548","Aph1a"
"8752","METTL9","51108","59052","Mettl9"
"8753","RDH11","51109","17252","Rdh11"
"8754","LACTB2","51110","212442","Lactb2"
"8755","KMT5B","51111","225888","Kmt5b"
"8756","TRAPPC12","51112","217449","Trappc12"
"8757","ZDHHC9","51114","208884","Zdhhc9"
"8758","RMDN1","51115","66302","Rmdn1"
"8759","MRPS2","51116","118451","Mrps2"
"8760","COQ4","51117","227683","Coq4"
"8761","UTP11","51118","67205","Utp11"
"8762","SBDS","51119","66711","Sbds"
"8763","COMMD2","51122","52245","Commd2"
"8764","ZNF706","51123","68036","Zfp706"
"8765","IER3IP1","51124","66191","Ier3ip1"
"8766","GOLGA7","51125","57437","Golga7"
"8767","NAA20","51126","67877","Naa20"
"8768","TRIM17","51127","56631","Trim17"
"8769","SAR1B","51128","66397","Sar1b"
"8770","ANGPTL4","51129","57875","Angptl4"
"8771","PHF11","51131","219131","Phf11a"
"8772","RLIM","51132","19820","Rlim"
"8773","KCTD3","51133","226823","Kctd3"
"8774","CEP83","51134","77048","Cep83"
"8775","IRAK4","51135","266632","Irak4"
"8776","RNFT1","51136","76892","Rnft1"
"8777","COPS4","51138","26891","Cops4"
"8778","INSIG2","51141","72999","Insig2"
"8779","CHCHD2","51142","14004","Chchd2"
"8780","DYNC1LI1","51143","235661","Dync1li1"
"8781","HSD17B12","51144","56348","Hsd17b12"
"8782","A4GNT","51146","333424","A4gnt"
"8783","ING4","51147","28019","Ing4"
"8784","CERCAM","51148","99151","Cercam"
"8785","MRNIP","51149","68067","Mrnip"
"8786","SDF4","51150","20318","Sdf4"
"8787","SLC45A2","51151","22293","Slc45a2"
"8788","MRTO4","51154","69902","Mrto4"
"8789","JPT1","51155","15374","Jpt1"
"8790","SERPINA10","51156","217847","Serpina10"
"8791","ZNF580","51157","68992","Zfp580"
"8792","VPS28","51160","66914","Vps28"
"8793","C3orf18","51161","235599","6430571L13Rik"
"8794","EGFL7","51162","353156","Egfl7"
"8795","DBR1","51163","83703","Dbr1"
"8796","DCTN4","51164","67665","Dctn4"
"8797","AADAT","51166","23923","Aadat"
"8798","CYB5R4","51167","266690","Cyb5r4"
"8799","MYO15A","51168","17910","Myo15"
"8800","HSD17B11","51170","114664","Hsd17b11"
"8801","HSD17B14","51171","66065","Hsd17b14"
"8802","NAGPA","51172","27426","Nagpa"
"8803","TUBD1","51174","56427","Tubd1"
"8804","TUBE1","51175","71924","Tube1"
"8805","LEF1","51176","16842","Lef1"
"8806","PLEKHO1","51177","67220","Plekho1"
"8807","HAO2","51179","56185","Hao2"
"8808","DCXR","51181","67880","Dcxr"
"8809","HSPA14","51182","50497","Hspa14"
"8810","GPN3","51184","68080","Gpn3"
"8811","CRBN","51185","58799","Crbn"
"8812","TCEAL9","51186","22381","Tceal9"
"8813","RSL24D1","51187","225215","Rsl24d1"
"8814","SS18L2","51188","26901","Ss18l2"
"8815","CKLF","51192","75458","Cklf"
"8816","ZNF639","51193","67778","Zfp639"
"8817","IPO11","51194","76582","Ipo11"
"8818","RAPGEFL1","51195","268480","Rapgefl1"
"8819","PLCE1","51196","74055","Plce1"
"8820","NIN","51199","18080","Nin"
"8821","CPA4","51200","71791","Cpa4"
"8822","ZDHHC2","51201","70546","Zdhhc2"
"8823","DDX47","51202","67755","Ddx47"
"8824","NUSAP1","51203","108907","Nusap1"
"8825","TACO1","51204","70207","Taco1"
"8826","ACP6","51205","66659","Acp6"
"8827","GP6","51206","243816","Gp6"
"8828","DUSP13","51207","27389","Dusp13"
"8829","CLDN18","51208","56492","Cldn18"
"8830","RAB9B","51209","319642","Rab9b"
"8831","GLRX5","51218","73046","Glrx5"
"8832","ZNF219","51222","69890","Zfp219"
"8833","ABI3","51225","66610","Abi3"
"8834","COPZ2","51226","56358","Copz2"
"8835","PIGP","51227","56176","Pigp"
"8836","GLTP","51228","56356","Gltp"
"8837","PHF20","51230","228829","Phf20"
"8838","VRK3","51231","101568","Vrk3"
"8839","CRIM1","51232","50766","Crim1"
"8840","EMC4","51234","68032","Emc4"
"8841","HGH1","51236","59053","Hgh1"
"8842","MZB1","51237","69816","Mzb1"
